,AMBIENT_TEMPERATURE,DISCHARGE_FLOW_COMMON,DISCHARGE_PRESSURE,DISCHARGE_TEMP_1,FLOW_1,FLOW_2,GROSS_LOAD,IB_SEAL_DRAIN_TEMP,MOTOR_CURRENT,MOTOR_IB_TEMP_1,MOTOR_OB_TEMP_1,MOTOR_STATOR_TEMP_1,MOTOR_STATOR_TEMP_2,MOTOR_STATOR_TEMP_3,OB_SEAL_DRAIN_TEMP,PUMP_DELTA_PRESS_CV,PUMP_IB_TEMP_1,PUMP_OB_TEMP_1,PUMP_OB_TEMP_2,SUCTION_PRESSURE_1,SUCTION_STRAINER_DP,SUCTION_TEMP_1
2018-11-18 16:40:51.737,23.05732727,1445.743896,2.612603903,182.1782532,1434.940186,1437.1073,890.4121094,42.22975159,87.87493134,55.86219406,38.00854492,75.88004303,72.76630402,71.06676483,41.84107208,1.3659625050000002,58.72563171,69.81227112,62.84291458,1.246641397,22.69174576,182.1782532
2018-11-18 16:40:56.743,22.46478081,1427.852905,2.607718706,181.610199,1416.904663,1419.101074,881.6166992,41.84107208,87.58181763,55.94025421,38.39677811,75.93237305,72.89704132,71.24974823,41.37471771,1.3732902999999999,58.8037529,69.91679382,62.92113495,1.234428406,22.44748688,181.6372833
2018-11-18 16:41:01.749,21.76933479,1264.003052,2.595505714,177.5557404,1251.564331,1254.06189,781.6693115,41.11566544,82.5989151,55.3158226,37.74975204,73.42021179,70.41333008,68.79335785,40.46810913,1.457254767,59.03815842,70.15196991,62.71253586,1.138250947,17.3180275,177.5287476
2018-11-18 16:41:06.755,21.4087677,1211.93335,2.566194534,173.9111633,1201.521362,1205.436401,741.6882935,40.31272125,81.4264679,54.19733429,37.36159515,70.90991211,68.14037323,66.67816162,39.69120789,1.485955119,58.93397903,70.46559143,62.94721985,1.080239415,15.97459793,173.9650879
2018-11-18 16:41:11.762,20.94528008,1261.350464,2.563752174,175.9354248,1255.122681,1258.863037,771.2747192,40.51990128,82.30581665,53.93728256,37.23223114,71.82489014,69.08071136,67.48751831,39.79478455,1.456033587,58.28294373,69.89066315,62.60823822,1.107718587,17.37909317,175.881424
2018-11-18 16:41:16.768,20.01845932,1455.893555,2.578407526,180.5285339,1451.602539,1451.602539,880.8171997,40.70120621,89.63361359,53.85924911,36.89587021,73.23708344,70.30878448,68.66274261,40.00194931,1.3638252020000001,57.76218796,69.26358795,62.32144547,1.214582324,23.11919975,180.6096344
2018-11-18 16:41:21.775,19.40070724,1464.526611,2.607718706,182.6652069,1454.938477,1457.074707,901.6062622,41.29700089,90.21982574,54.56145096,36.94762421,75.43501282,72.190979,70.59627533,40.77890778,1.353444099,57.65804672,69.08071136,62.13895798,1.2542746070000002,23.2413311,182.6381531
2018-11-18 16:41:26.781,19.27203941,1231.767944,2.590620518,176.9885559,1222.839111,1224.118774,759.2810059,40.41630173,82.01270294,54.24934006,36.45608139,72.50476074,69.44647217,67.74864197,39.63942719,1.470688939,58.25689697,69.62937164,62.06074905,1.119931579,16.70737648,176.8535004
2018-11-18 16:41:31.789,18.88602257,1378.011963,2.563752174,177.1235657,1368.89502,1370.038086,826.4457397,39.74300385,87.28871918,52.79325485,35.73184586,70.09971619,67.3830719,65.79069519,38.9921608,1.407181621,58.02256775,69.47260284,62.13895798,1.156570554,20.73766518,177.3396454
2018-11-18 16:41:36.795,18.57723808,1447.994141,2.563752174,178.2851715,1438.244751,1439.331299,878.418457,39.66532516,89.92672729,52.32536316,35.31807709,70.88378906,67.87921906,66.44321442,38.91450119,1.3720693590000002,57.50185776,68.87171936,61.69580841,1.191682816,22.56961441,178.5553589
